title,release_date,imdb_id,tmdb_id,overview,origin_country,popularity,runtime,vote_average,vote_count,directors,directors_id,directors_popularity,cast_top5,cast_top5_id,cast_top5_popularity,genres,production_companies,production_companies_id,production_countries,audiAcc
Book Club,2018-05-18,tt6857166,502682,Four lifelong friends decide that their lives could change by becoming nasty and reading Fifty Shades of Grey in their monthly book club to get inspiration on how to handle sexual pleasure at an elderly age.,US,2.6642,104,6.2,796,Bill Holderman,971660,0.1542,"Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen, Craig T. Nelson","3092, 6352, 11850, 2453, 8977","2.5279, 2.5633, 2.3684, 2.4639, 2.2578","Romance, Comedy, Drama","June Pictures, Apartment Story, Paramount Pictures, Endeavor Content","76901, 197937, 4, 100640",US,9942
Billionaire Boys Club,2018-07-19,tt5179598,385360,A group of wealthy boys in Los Angeles during the early 1980s establishes a get rich quick scam that turns deadly.,US,2.6022,108,5.7,483,James Cox,40508,0.1817,"Ansel Elgort, Kevin Spacey, Taron Egerton, Emma Roberts, Jeremy Irvine","1159982, 1979, 1303037, 34847, 225692","1.9065, 2.5984, 4.2766, 6.4906, 0.7982",Drama,"Armory Films, Oriah Entertainment","35849, 68264",US,6957
Dog Days,2018-08-10,tt7365604,477510,A group of people in Los Angeles are brought together thanks to their canine friends.,US,2.1574,112,6.7,278,Ken Marino,77089,2.1767,"Nina Dobrev, Vanessa Hudgens, Adam Pally, Eva Longoria, Rob Corddry","19961, 67599, 115974, 52605, 52997","4.4156, 2.6676, 1.2341, 4.2635, 1.4368","Romance, Comedy",LD Entertainment,8533,US,3677
The Happytime Murders,2018-08-22,tt1308728,412988,"In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.",US,3.9655,90,5.8,1027,Brian Henson,65298,1.0149,"Melissa McCarthy, Bill Barretta, Leslie David Baker, Elizabeth Banks, Joel McHale","55536, 64182, 1230842, 9281, 74949","2.2052, 0.4556, 0.862, 5.8898, 2.7418","Action, Comedy, Crime","STXfilms, Black Bear Pictures, Henson Alternative, Huayi Brothers Pictures, On the Day","47729, 22146, 108267, 3393, 87017","CN, US",8491
Peppermint,2018-09-06,tt6850820,458594,"A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",US,4.4821,102,6.7,2102,Pierre Morel,35453,0.4944,"Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba, Annie Ilonzeh","9278, 17487, 40543, 937009, 209196","3.4973, 0.7545, 1.3478, 0.6747, 0.7746","Action, Thriller","STXfilms, Lakeshore Entertainment, Huayi Brothers Pictures, Universal Pictures","47729, 126, 3393, 33","CN, US",91358
Colette,2018-09-21,tt5437928,454652,"After marrying a successful Parisian writer known commonly as Willy, Sidonie-Gabrielle Colette is transplanted from her childhood home in rural France to the intellectual and artistic splendor of Paris. Soon after, Willy convinces Colette to ghostwrite for him. She pens a semi-autobiographical novel about a witty and brazen country girl named Claudine, sparking a bestseller and a cultural sensation. After its success, Colette and Willy become the talk of Paris and their adventures inspire additional Claudine novels.","GB,US",2.697,112,6.9,910,Wash Westmoreland,82337,1.737,"Keira Knightley, Dominic West, Denise Gough, Fiona Shaw, Robert Pugh","116, 17287, 1182597, 10981, 47643","8.2872, 2.1534, 2.2101, 3.9131, 1.1377","Drama, History","Number 9 Films, Bold Films, Killer Films","11752, 2266, 1422","GB, US",36252
The Nightingale,2018-09-23,tt4068576,400090,"In 1825, Clare, a 21-year-old Irish convict, chases a British soldier through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. She enlists the services of an Aboriginal tracker who is also marked by trauma from his own violence-filled past.",US,3.577,136,7.1,597,Jennifer Kent,164554,0.3919,"Aisling Franciosi, Sam Claflin, Baykali Ganambarr, Damon Herriman, Harry Greenwood","1323109, 237455, 1776712, 62752, 1510769","1.4907, 4.203, 0.11, 1.5211, 0.2997","Drama, Thriller, Western","Causeway Films, Made Up Stories, Screen Australia, South Australian Film Corporation, FilmNation Entertainment","32301, 100610, 7584, 2806, 7493",AU,5362
Cinderella and the Secret Prince,2018-09-30,tt6241270,543583,Cinderella discovers a secret that could shake their world: an evil witch turned the prince into a mouse and replaced him with a look-alike. Cinderella and her friends must save the real prince and help him defeat the evil witch.,US,1.6715,90,6.547,64,Lynne Southerland,71849,0.1675,"Cassandra Lee Morris, Stephen Mendel, R. Martin Klein, Stephanie Sanditz, Terrence Stone","571336, 8697, 1215781, 164194, 1249408","0.455, 0.4768, 0.283, 0.4276, 0.1954","Animation, Adventure, Family, Fantasy","Gold Valley Films, Gold Valley Films","80659, 206733","CN, US",281705
A Star Is Born,2018-10-03,tt1517451,332562,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",US,5.898,136,7.5,11846,Bradley Cooper,51329,4.9131,"Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay, Rafi Gavron","237405, 51329, 16431, 57906, 21660","2.3551, 4.9131, 5.5664, 0.9886, 0.7571","Music, Drama, Romance","Warner Bros. Pictures, Live Nation Productions, Metro-Goldwyn-Mayer, Peters Entertainment, Gerber Pictures, Joint Effort","174, 81368, 21, 16774, 975, 83036",US,521017
Beautiful Boy,2018-10-12,tt1226837,451915,"After he and his first wife separate, journalist David Sheff struggles to help their teenage son, who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine.",US,10.7054,119,7.555,2657,Felix van Groeningen,239672,0.3215,"Steve Carell, Timothée Chalamet, Maura Tierney, Amy Ryan, Christian Convery","4495, 1190668, 16307, 39388, 1721268","6.0123, 9.8004, 2.237, 2.355, 2.4004",Drama,Plan B Entertainment,81,US,4917
Bohemian Rhapsody,2018-10-24,tt1727824,424694,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.","GB,US",9.7846,135,7.973,17152,Bryan Singer,9032,1.0591,"Rami Malek, Gwilym Lee, Ben Hardy, Joseph Mazzello, Lucy Boynton","17838, 1220123, 1452045, 4787, 86232","5.0437, 0.5422, 1.1125, 3.5077, 1.6957","Music, Drama","20th Century Fox, Regency Enterprises, GK Films, TSG Entertainment","25, 508, 3281, 22213","GB, US",9945756
Replicas,2018-10-25,tt4154916,300681,A scientist becomes obsessed with returning his family to normalcy after a terrible accident.,"GB,US",5.1713,107,6.0,1395,Jeffrey Nachmanoff,6047,0.4067,"Keanu Reeves, Alice Eve, Thomas Middleditch, John Ortiz, Nyasha Hatendi","6384, 59860, 111678, 40543, 84070","20.057, 5.6543, 1.2433, 1.3478, 0.2674","Science Fiction, Thriller, Drama","di Bonaventura Pictures, Company Films, Ocean Park Entertainment, Riverstone Pictures, Fundamental Films, Lotus Entertainment, Remstar Productions","435, 7193, 81985, 76314, 55244, 74208, 4298","CA, CN, PR, GB, US",38168
Suspiria,2018-10-26,tt1034415,361292,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",US,5.4467,152,6.9,2596,Luca Guadagnino,78160,1.1557,"Dakota Johnson, Tilda Swinton, Mia Goth, Angela Winkler, Ingrid Caven","118545, 3063, 1137824, 10255, 45195","15.4988, 4.4572, 3.3162, 0.5542, 0.4023","Horror, Mystery, Drama","Frenesy Film, Videa, Mythology Entertainment, First Sun, MeMo Films, K Period Media","46344, 138012, 34982, 53085, 64061, 50498","IT, US",24217
The Grinch,2018-11-08,tt2709692,360920,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,US,7.7187,85,6.864,4179,"Yarrow Cheney, Scott Mosier","61300, 20503","0.3227, 0.578","Benedict Cumberbatch, Rashida Jones, Kenan Thompson, Cameron Seely, Angela Lansbury","71580, 80591, 77330, 1952744, 14730","5.4779, 5.0645, 1.8055, 0.3408, 2.0735","Family, Comedy, Animation, Fantasy","Illumination, Dr. Seuss Enterprises, Universal Animation Studios","6704, 180651, 5556",US,528415
Time Freak,2018-11-09,tt6769280,451925,"Stillman, a heartbroken physics student, builds a time machine when his girlfriend breaks up with him. Going back in time, he attempts to save their relationship by fixing every mistake he made—while dragging his best friend along in the process.",US,2.2776,104,6.7,463,Andrew Bowler,995511,0.2172,"Asa Butterfield, Sophie Turner, Skyler Gisondo, Will Peltz, Aubrey Reynolds","77996, 1001657, 61263, 1011103, 1632213","3.2963, 4.3623, 2.2616, 0.5758, 0.9419","Science Fiction, Comedy, Romance","QC Entertainment, Rhodes Entertainment, Beach Pictures, Lionsgate","72725, 112953, 112954, 1632",US,20335
Green Book,2018-11-16,tt6966692,490132,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",US,10.9461,130,8.23,12029,Peter Farrelly,7396,0.8353,"Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco, Dimiter D. Marinov","110, 932967, 1817, 299743, 1613744","3.4064, 2.2378, 5.8993, 1.2021, 0.4145","Drama, History","Participant, DreamWorks Pictures, Cinetic Media, Innisfree Pictures","6735, 7, 88582, 181849",US,441993
Ralph Breaks the Internet,2018-11-20,tt5848272,404368,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",US,8.4743,112,7.173,7735,"Phil Johnston, Rich Moore","567562, 165787","0.3506, 0.7587","John C. Reilly, Sarah Silverman, Gal Gadot, Taraji P. Henson, Bill Hader","4764, 7404, 90633, 40036, 19278","2.8446, 1.8765, 9.2718, 5.9868, 2.6616","Family, Animation, Comedy, Adventure","Walt Disney Pictures, Walt Disney Animation Studios","2, 6125",US,1751133
Bumblebee,2018-11-22,tt4701182,424783,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.",US,10.6581,113,6.7,6292,Travis Knight,1033661,0.6734,"Dylan O'Brien, Hailee Steinfeld, John Cena, Jorge Lendeborg Jr., John Ortiz","527393, 130640, 56446, 1563266, 40543","5.4658, 13.931, 5.3374, 0.6415, 1.3478","Action, Adventure, Science Fiction","Paramount Pictures, Allspark Pictures, Bay Films, di Bonaventura Pictures, DeSanto/Murphy Productions, Tencent Pictures","4, 57031, 6734, 435, 38831, 81620","CN, US",1558872
The Favourite,2018-11-23,tt5083738,375262,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.","GB,US",5.3434,120,7.504,5615,Yorgos Lanthimos,122423,1.3808,"Emma Stone, Olivia Colman, Rachel Weisz, Nicholas Hoult, Joe Alwyn","54693, 39187, 3293, 3292, 1496392","7.0624, 3.6586, 6.1045, 5.2493, 1.9399","History, Comedy, Drama","Waypoint Entertainment, Element Pictures, Scarlet Films, Film4 Productions, Fox Searchlight Pictures, Fís Éireann/Screen Ireland","22842, 3353, 71265, 6705, 43, 1898","IE, GB, US",140675
Ben Is Back,2018-12-05,tt7545524,492452,"19-year-old Ben Burns unexpectedly returns home to his family's suburban home on Christmas Eve morning. Ben's mother, Holly, is relieved and welcoming but wary of her son staying clean. Over a turbulent 24 hours, new truths are revealed, and a mother's undying love for her son is tested as she does everything in her power to keep him safe.",US,2.4648,103,6.6,927,Peter Hedges,3290,0.271,"Julia Roberts, Lucas Hedges, Courtney B. Vance, Kathryn Newton, Rachel Bay Jones","1204, 1105079, 24047, 221192, 2138774","8.047, 1.0932, 2.2238, 2.0769, 1.1662",Drama,"Black Bear Pictures, Color Force, 30WEST, Sierra/Affinity","22146, 5420, 104363, 24049",US,8991
Then Came You,2018-12-05,tt4859168,375785,An American hypochondriac who is working as a baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.,US,3.6929,97,7.4,512,Peter Hutchings,232002,0.1942,"Maisie Williams, Asa Butterfield, Nina Dobrev, Tyler Hoechlin, David Koechner","1181313, 77996, 19961, 78198, 28638","7.5732, 3.2963, 4.4156, 2.8572, 1.8921","Comedy, Drama","BCDF Pictures, Voltage Pictures","10290, 6626",US,10716
Spider-Man: Into the Spider-Verse,2018-12-06,tt4633694,324857,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",US,16.1167,117,8.398,16171,"Bob Persichetti, Peter Ramsey, Rodney Rothman","936670, 151007, 59918","0.2879, 0.401, 0.5355","Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry","587506, 543505, 130640, 932967, 226366","1.8311, 2.113, 13.931, 2.2378, 1.7266","Animation, Action, Adventure, Science Fiction","Columbia Pictures, Lord Miller, Pascal Pictures, Sony Pictures Animation, Arad Productions, Marvel Entertainment","5, 77973, 84041, 2251, 14439, 7505",US,681314
Aquaman,2018-12-07,tt1477834,297802,"Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",US,11.3849,143,6.876,14344,James Wan,2127,2.2811,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman","117642, 55085, 5293, 17178, 2227","13.3335, 5.1727, 5.8945, 3.3169, 9.7821","Action, Adventure, Fantasy","Warner Bros. Pictures, The Safran Company, DC Films","174, 11565, 128064",US,5023929
Mary Poppins Returns,2018-12-13,tt5028340,400650,"Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical, musical adventures.",US,4.4272,131,6.5,3356,Rob Marshall,17633,0.6915,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies","5081, 1179651, 17064, 1246, 1181403","7.1464, 1.7107, 2.4198, 2.9041, 0.3675","Fantasy, Family, Comedy","Walt Disney Pictures, Marc Platt Productions, Lucamar Productions","2, 2527, 17021",US,210214
The Mule,2018-12-14,tt7959026,504172,"Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",US,5.7069,116,6.858,5080,Clint Eastwood,190,4.8146,"Clint Eastwood, Bradley Cooper, Laurence Fishburne, Michael Peña, Dianne Wiest","190, 51329, 2975, 454, 1902","4.8146, 4.9131, 3.9522, 3.4414, 2.0446","Crime, Drama","Imperative Entertainment, Bron Studios, Malpaso Productions, Warner Bros. Pictures","81121, 13240, 171, 174","CA, US",96597
