title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
Mercy Black,2019-03-24,tt8758086,590164,"A woman is sent to a mental institution after stabbing her classmate in an attempt to conjure an evil spirit called, Mercy Black. Fifteen years later she's released, and must save her nephew, who has become obsessed with the phenomenon.",Owen Egerton,"Daniella Pineda, Austin Amelio, Elle LaMont, Lee Eddy, Miles Emmons","Horror, Mystery","Divide / Conquer, Blumhouse Productions, Symbolic Exchange, Meridian Entertainment",US
Love and Monsters,2020-10-16,tt2222042,590223,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",Michael Matthews,"Dylan O'Brien, Jessica Henwick, Michael Rooker, Dan Ewing, Ariana Greenblatt","Comedy, Action, Adventure, Fantasy, Science Fiction",21 Laps Entertainment,"AU, CA, US"
Beneath Us,2020-03-06,tt5092484,590575,The American Dream becomes a nightmare for a group of undocumented day laborers hired by a wealthy couple. What they expect to be their biggest payday turns into a terrifying fight for survival.,Max Pachman,"Lynn Collins, Rigo Sanchez, Josue Aguirre, James Tupper, Roberto 'Sanz' Sanchez","Horror, Thriller",Vital Pictures,US
Jiu Jitsu,2020-11-20,tt9624766,590706,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",Dimitri Logothetis,"Alain Moussi, Nicolas Cage, Tony Jaa, JuJu Chan, Eddie Steeples","Action, Science Fiction, Fantasy","Acme Rocket Fuel, Green Olive Films, Double Tree Entertainment","CY, US"
The Craft: Legacy,2020-10-28,tt4685762,590995,An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.,Zoe Lister-Jones,"Cailee Spaeny, Zoey Luna, Gideon Adlon, Lovie Simone, David Duchovny","Horror, Drama, Fantasy","Blumhouse Productions, Red Wagon Entertainment, Columbia Pictures",US
The Pirates: The Last Royal Treasure,2022-01-26,tt17491040,591120,"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea.",Kim Joung-hoon,"Kang Ha-neul, Han Hyo-joo, Lee Kwang-soo, Kwon Sang-woo, Chae Soo-bin","Action, Adventure, Comedy, Fantasy","Oscar 10 Studio, ANEW, Lotte Entertainment",KR
Bulletproof 2,2020-01-07,tt9887580,591237,"Special Agent Jack Carter reluctantly assumes the identity of criminal Archie Moses to take down a powerful South African crime family. But when the real Moses is put in danger, he and Carter must work together to foil the scheme for good.",Don Michael Paul,"Faizon Love, Kirk Fox, Tony Todd, Cassie Clare, Jade Hubner","Comedy, Action, Crime",Universal 1440 Entertainment,US
Fear Street: 1994,2021-06-28,tt6566576,591273,"After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries.",Leigh Janiak,"Kiana Madeira, Olivia Scott Welch, Benjamin Flores Jr., Julia Rehwald, Fred Hechinger","Horror, Mystery",Chernin Entertainment,US
Fear Street: 1978,2021-07-08,tt9701940,591274,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",Leigh Janiak,"Sadie Sink, Emily Rudd, Ryan Simpkins, McCabe Slye, Gillian Jacobs","Horror, Mystery",Chernin Entertainment,US
Fear Street: 1666,2021-07-14,tt9701942,591275,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",Leigh Janiak,"Kiana Madeira, Benjamin Flores Jr., Olivia Scott Welch, Ashley Zukerman, Darrell Britt-Gibson","Mystery, Horror",Chernin Entertainment,US
Game of Thrones: The Last Watch,2019-05-26,tt10090796,591278,"For a year, acclaimed British filmmaker Jeanie Finlay was embedded on the set of the hit HBO series “Game of Thrones,” chronicling the creation of the show’s most ambitious and complicated season.  Debuting one week after the series 8 finale, GAME OF THRONES: THE LAST WATCH delves deep into the mud and blood to reveal the tears and triumphs involved in the challenge of bringing the fantasy world of Westeros to life in the very real studios, fields and car-parks of Northern Ireland.  Made with unprecedented access, GAME OF THRONES: THE LAST WATCH is an up-close and personal portrait from the trenches of production, following the crew and the cast as they contend with extreme weather, punishing deadlines and an ever-excited fandom hungry for spoilers.  Much more than a “making of” documentary, this is a funny, heartbreaking story, told with wit and intimacy, about the bittersweet pleasures of what it means to create a world – and then have to say goodbye to it.",Jeanie Finlay,"Lena Headey, Emilia Clarke, Kit Harington, Nikolaj Coster-Waldau, Peter Dinklage",Documentary,"HBO, Glimmer Films",US
My First Client,2019-05-22,tt10308634,591322,A success-hungry lawyer finds himself unable to turn his back on a suspicious case involving a child who claims she murdered her brother.,Jang Kyu-sung,"Lee Dong-hwi, Yu Seon, Choi Myeong-bin, Lee Joo-won, Koh Soo-hee",Drama,"Lotte Entertainment, East Dream Synopex",KR
The Tragedy of Macbeth,2021-12-05,tt10095582,591538,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",Joel Coen,"Denzel Washington, Frances McDormand, Alex Hassell, Bertie Carvel, Brendan Gleeson","Drama, War","IAC Films, A24",US
Lady Driver,2020-05-02,tt7562334,591629,"When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.",Shaun Paul Piccinino,"Grace Van Dien, Sean Patrick Flanery, Christina Moore, Casper Van Dien, Amanda Detmer",Drama,"ESX Entertainment, Forrest Films",US
False Positive,2021-06-18,tt10096842,591634,"After months of trying and failing to get pregnant, Lucy and Adrian finally find their dream fertility doctor in the illustrious Dr. Hindle. But after becoming pregnant with a healthy baby girl, Lucy begins to notice something sinister through Hindle's gleaming charm, and she sets out to uncover the unsettling truth about him.",John Lee,"Ilana Glazer, Justin Theroux, Pierce Brosnan, Zainab Jah, Gretchen Mol","Horror, Mystery, Thriller",A24,US
Mommy Would Never Hurt You,2019-03-29,tt10068994,591889,"Riley wants to rebuild her relationship with her mother and little sister, who are shut-ins due to her sister's illness. When Riley realizes her sister may not be sick, her mother will stop at nothing to keep her daughters with her forever.",Daniel Lusko,"Libby Munro, Kristen Vaganos, Micavrie Amaia, Zack Gold, Megatran Roy","Thriller, TV Movie",The Asylum,US
Mob Town,2019-12-13,tt8722440,592128,"Based on the true story of the notorious 1957 ‘mob summit’ in upstate New York. Spearheaded by Vito Genovese, more than 50 leaders of the organized crime syndicates from around the country converged on the sleepy town to discuss upcoming expansion plans. Their plans are foiled when local police trooper Ed Croswell discovers their activities and, consequently, exposes the mob to the American public. Croswell’s actions shed light on the massive web of corruption and changed the face of law enforcement forever.",Danny A. Abeckaser,"David Arquette, Danny A. Abeckaser, Jennifer Esposito, P.J. Byrne, Jamie-Lynn Sigler","Drama, Crime",2B Films,US
Kevin Hart: Irresponsible,2019-04-02,tt10009796,592136,"Stand-up comedian Kevin Hart talks about his family, travel and a year full of reckless behavior in front of a live sold-out crowd in London.",Leslie Small,Kevin Hart,"Comedy, Documentary, TV Movie",HartBeat Productions,US
My Little Pony: Equestria Girls - Spring Breakdown,2019-03-30,tt8734872,592316,The Equestria Girls spend their spring break on a yacht. It's Spring Break and the Mane 7 are about to board the most glorious yacht ever for a relaxing cruise. But Rainbow Dash is convinced that Equestrian Magic is on the loose and won't let anyone rest until she finds it.,Ishi Rudell,"Ashleigh Ball, Andrea Libman, Tara Strong, Rebecca Shoichet, Tabitha St. Germain","Action, Adventure, Comedy, Animation",,US
The Trap,2019-04-01,tt5990444,592348,A man returns home to Atlanta to help and turn around his family's struggling restaurant with the help of a new chicken recipe.,Erik White,"T.I., Mike Epps, Loretta Devine, Meagan Tandy, Teyana Taylor",Comedy,"Flavor Unit Entertainment, Naptown Productions",US
My Hero Academia: Heroes Rising,2019-12-20,tt11107074,592350,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",Kenji Nagasaki,"Daiki Yamashita, Nobuhiko Okamoto, Yoshio Inoue, Mio Imada, Yuka Terasaki","Animation, Action, Fantasy, Adventure","BONES, dentsu, movic, Nippon Television Network Corporation, Shueisha, Sony Music Entertainment, Yomiuri Telecasting Corporation, TOHO",JP
Bloody Chainsaw Girl Returns: Revenge of Nero,2019-02-22,tt9064968,592452,"Giko Nokomura is a female student at Nightingale Academy, who carries around her very own chainsaw. One day she begins to be attacked by modified corpses created by one of her classmates, Nero Aoi . She tears her way through the corpses and busts into Nero's hideout. Why is Nero so intent on attacking Giko?! The reason will shock you!After her battle with Nero, she encounters a new enemy. It's the leader of the Nightingale Academy Student Council Guardians, Nemesis.",Hiroki Yamaguchi,"Nana Asakawa, ano, Asana Mamoru, Nanami Hidaka, Momoko Kaechi","Action, Horror","VAP, DUB",JP
Embattled,2020-11-20,tt6539992,592643,The eldest son of a ruthlessly tough MMA champion must fight his way out of the abusive cycle his father has continued.,Nick Sarkisov,"Stephen Dorff, Elizabeth Reaser, Donald Faison, Darren Mann, Karrueche Tran","Action, Drama",Blitz Films,US
Brothers by Blood,2020-09-08,tt8368294,592656,"Peter and Michael, raised on the streets of Philadelphia, are the children of Irish mob members, forever linked by the crimes of their fathers. 30 years later, Michael now runs the criminal organization and lusts for more power, his dangerous antics frequently held in check by his cautious cousin Peter. Haunted by the death of his sister, whose passing destroyed both his parents, Peter is caught between the dreams of childhood and the realities of his life as an enforcer. His only reprieve is a local boxing gym, a sanctuary that is quickly threatened as Michael’s desire for control escalates.",Jérémie Guez,"Matthias Schoenaerts, Joel Kinnaman, Maika Monroe, Paul Schneider, Ryan Phillippe",Crime,"Brookstreet Pictures, Killer Films, GapBusters, RTBF, Vertical","BE, US"
Marvel Rising: Battle of the Bands,2019-08-28,tt10863978,592687,"On the day of Gwen’s “Battle of the Bands” competition, mysterious attacks force her and the Secret Warriors to investigate. Can they save the city and get Gwen to the concert on time?",Chris Rutkowski,"Dove Cameron, Tyler Posey, Cierra Ramirez, Milana Vayntrub, Kathreen Khavari","Family, Animation, Action, Comedy, Science Fiction",Marvel Animation,
Marvel Rising: Playing with Fire,2019-12-18,tt11483514,592689,"Inferno’s powers are stolen by a young and powerful villain and it’s up to the Secret Warriors to defeat their new foe and help their friend. But does Inferno even WANT his powers back? Meanwhile, America Chavez learns a lesson about friendship and family from teammate Ms. Marvel.",Sol Choi,"Tyler Posey, Navia Robinson, Cierra Ramirez, Kathreen Khavari, Milana Vayntrub","Animation, Action, Adventure, Family",Marvel Animation,US
Megalopolis,2024-09-25,tt10128846,592831,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",Francis Ford Coppola,"Adam Driver, Giancarlo Esposito, Nathalie Emmanuel, Aubrey Plaza, Shia LaBeouf","Science Fiction, Drama","American Zoetrope, Caesar Film",US
